1731238861.754125 server started (23799): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1731238861.754137 on Linux 6.11.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Fri, 01 Nov 2024 03:30:41 +0000
1731238861.754144 using libevent 2.1.12-stable poll
1731238861.754150 using utf8proc 2.9.0
1731238861.754152 using ncurses 6.5 20240427
1731238861.778140 yylex_token: M-9
1731238861.778142 yylex_token: end at WS
1731238861.778144 yylex_token: command-prompt
1731238861.778146 yylex_token: end at WS
1731238861.778148 yylex_token: -Np(repeat)
1731238861.778150 yylex_token: end at WS
1731238861.778152 yylex_token: -I9
1731238861.778154 yylex_token: end at WS
1731238861.778155 yylex_token: send
1731238861.778157 yylex_token: end at WS
1731238861.778159 yylex_token: -N
1731238861.778161 yylex_token: end at WS
1731238861.778163 yylex_token: %%
1731238861.778171 cmd_parse_build_commands 0:0: bind
1731238861.778173 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778175 cmd_parse_build_commands 0:2: M-9
1731238861.778177 cmd_parse_build_commands 0:3 0:0: command-prompt
1731238861.778179 cmd_parse_build_commands 0:3 0:1: -Np(repeat)
1731238861.778181 cmd_parse_build_commands 0:3 0:2: -I9
1731238861.778183 cmd_parse_build_commands 0:3 0:3 0:0: send
1731238861.778185 cmd_parse_build_commands 0:3 0:3 0:1: -N
1731238861.778187 cmd_parse_build_commands 0:3 0:3 0:2: %%
1731238861.778190 cmd_parse_build_commands 0:0: command-prompt
1731238861.778192 cmd_parse_build_commands 0:1: -Np(repeat)
1731238861.778194 cmd_parse_build_commands 0:2: -I9
1731238861.778196 cmd_parse_build_commands 0:3 0:0: send
1731238861.778198 cmd_parse_build_commands 0:3 0:1: -N
1731238861.778200 cmd_parse_build_commands 0:3 0:2: %%
1731238861.778202 cmd_parse_build_commands 0:0: send
1731238861.778204 cmd_parse_build_commands 0:1: -N
1731238861.778206 cmd_parse_build_commands 0:2: %%
1731238861.778209 args_parse_flags: next -N
1731238861.778211 args_parse_flag_argument: -N = %%
1731238861.778213 args_parse: flags end at 3 of 3
1731238861.778216 cmd_parse_build_commands: send-keys -N "%%"
1731238861.778219 args_parse_flags: next -Np(repeat)
1731238861.778221 args_parse_flags: -N
1731238861.778223 args_parse_flag_argument: -p = (repeat)
1731238861.778225 args_parse_flags: next -I9
1731238861.778226 args_parse_flag_argument: -I = 9
1731238861.778228 args_parse: flags end at 3 of 4
1731238861.778231 args_parse: 3 = send-keys -N "%%" (type COMMANDS)
1731238861.778236 cmd_parse_build_commands: command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" }
1731238861.778238 args_parse_flags: next -Tcopy-mode
1731238861.778240 args_parse_flag_argument: -T = copy-mode
1731238861.778242 args_parse_flags: next M-9
1731238861.778244 args_parse: flags end at 2 of 4
1731238861.778246 args_parse: 2 = M-9 (type STRING)
1731238861.778250 args_parse: 3 = command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } (type COMMANDS)
1731238861.778256 cmd_parse_build_commands: bind-key -T copy-mode M-9 { command-prompt -N -I 9 -p (repeat) { send-keys -N "%%" } }
1731238861.778259 cmdq_get_command: [bind-key/0x63318e843aa0] group 1796
1731238861.778261 cmdq_append <global>: [bind-key/0x63318e843aa0]
1731238861.778264 yylex_token: end at WS
1731238861.778266 yylex_token: bind
1731238861.778268 yylex_token: end at WS
1731238861.778270 yylex_token: -Tcopy-mode
1731238861.778272 yylex_token: end at WS
1731238861.778273 yylex_token: M-<
1731238861.778279 yylex_token: end at WS
1731238861.778281 yylex_token: send
1731238861.778283 yylex_token: end at WS
1731238861.778284 yylex_token: -X
1731238861.778287 yylex_token: end at WS
1731238861.778288 yylex_token: history-top
1731238861.778291 cmd_parse_build_commands 0:0: bind
1731238861.778293 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778295 cmd_parse_build_commands 0:2: M-<
1731238861.778297 cmd_parse_build_commands 0:3 0:0: send
1731238861.778299 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778301 cmd_parse_build_commands 0:3 0:2: history-top
1731238861.778304 cmd_parse_build_commands 0:0: send
1731238861.778306 cmd_parse_build_commands 0:1: -X
1731238861.778307 cmd_parse_build_commands 0:2: history-top
1731238861.778310 args_parse_flags: next -X
1731238861.778312 args_parse_flags: -X
1731238861.778314 args_parse_flags: next history-top
1731238861.778316 args_parse: flags end at 2 of 3
1731238861.778318 args_parse: 2 = history-top (type STRING)
1731238861.778321 cmd_parse_build_commands: send-keys -X history-top
1731238861.778324 args_parse_flags: next -Tcopy-mode
1731238861.778326 args_parse_flag_argument: -T = copy-mode
1731238861.778327 args_parse_flags: next M-<
1731238861.778329 args_parse: flags end at 2 of 4
1731238861.778331 args_parse: 2 = M-< (type STRING)
1731238861.778335 args_parse: 3 = send-keys -X history-top (type COMMANDS)
1731238861.778340 cmd_parse_build_commands: bind-key -T copy-mode M-< { send-keys -X history-top }
1731238861.778342 cmdq_get_command: [bind-key/0x63318e843cb0] group 1808
1731238861.778345 cmdq_append <global>: [bind-key/0x63318e843cb0]
1731238861.778347 yylex_token: end at WS
1731238861.778349 yylex_token: bind
1731238861.778351 yylex_token: end at WS
1731238861.778353 yylex_token: -Tcopy-mode
1731238861.778355 yylex_token: end at WS
1731238861.778357 yylex_token: M->
1731238861.778359 yylex_token: end at WS
1731238861.778360 yylex_token: send
1731238861.778362 yylex_token: end at WS
1731238861.778364 yylex_token: -X
1731238861.778366 yylex_token: end at WS
1731238861.778368 yylex_token: history-bottom
1731238861.778370 cmd_parse_build_commands 0:0: bind
1731238861.778373 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778374 cmd_parse_build_commands 0:2: M->
1731238861.778377 cmd_parse_build_commands 0:3 0:0: send
1731238861.778378 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778381 cmd_parse_build_commands 0:3 0:2: history-bottom
1731238861.778383 cmd_parse_build_commands 0:0: send
1731238861.778385 cmd_parse_build_commands 0:1: -X
1731238861.778387 cmd_parse_build_commands 0:2: history-bottom
1731238861.778390 args_parse_flags: next -X
1731238861.778392 args_parse_flags: -X
1731238861.778394 args_parse_flags: next history-bottom
1731238861.778396 args_parse: flags end at 2 of 3
1731238861.778398 args_parse: 2 = history-bottom (type STRING)
1731238861.778401 cmd_parse_build_commands: send-keys -X history-bottom
1731238861.778403 args_parse_flags: next -Tcopy-mode
1731238861.778405 args_parse_flag_argument: -T = copy-mode
1731238861.778407 args_parse_flags: next M->
1731238861.778409 args_parse: flags end at 2 of 4
1731238861.778411 args_parse: 2 = M-> (type STRING)
1731238861.778414 args_parse: 3 = send-keys -X history-bottom (type COMMANDS)
1731238861.778419 cmd_parse_build_commands: bind-key -T copy-mode M-> { send-keys -X history-bottom }
1731238861.778421 cmdq_get_command: [bind-key/0x63318e843f90] group 1816
1731238861.778424 cmdq_append <global>: [bind-key/0x63318e843f90]
1731238861.778426 yylex_token: end at WS
1731238861.778428 yylex_token: bind
1731238861.778430 yylex_token: end at WS
1731238861.778432 yylex_token: -Tcopy-mode
1731238861.778434 yylex_token: end at WS
1731238861.778435 yylex_token: M-R
1731238861.778437 yylex_token: end at WS
1731238861.778439 yylex_token: send
1731238861.778441 yylex_token: end at WS
1731238861.778443 yylex_token: -X
1731238861.778445 yylex_token: end at WS
1731238861.778447 yylex_token: top-line
1731238861.778449 cmd_parse_build_commands 0:0: bind
1731238861.778451 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778456 cmd_parse_build_commands 0:2: M-R
1731238861.778458 cmd_parse_build_commands 0:3 0:0: send
1731238861.778460 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778463 cmd_parse_build_commands 0:3 0:2: top-line
1731238861.778465 cmd_parse_build_commands 0:0: send
1731238861.778467 cmd_parse_build_commands 0:1: -X
1731238861.778469 cmd_parse_build_commands 0:2: top-line
1731238861.778472 args_parse_flags: next -X
1731238861.778474 args_parse_flags: -X
1731238861.778476 args_parse_flags: next top-line
1731238861.778478 args_parse: flags end at 2 of 3
1731238861.778480 args_parse: 2 = top-line (type STRING)
1731238861.778483 cmd_parse_build_commands: send-keys -X top-line
1731238861.778485 args_parse_flags: next -Tcopy-mode
1731238861.778487 args_parse_flag_argument: -T = copy-mode
1731238861.778489 args_parse_flags: next M-R
1731238861.778491 args_parse: flags end at 2 of 4
1731238861.778493 args_parse: 2 = M-R (type STRING)
1731238861.778496 args_parse: 3 = send-keys -X top-line (type COMMANDS)
1731238861.778500 cmd_parse_build_commands: bind-key -T copy-mode M-R { send-keys -X top-line }
1731238861.778503 cmdq_get_command: [bind-key/0x63318e8442d0] group 1824
1731238861.778505 cmdq_append <global>: [bind-key/0x63318e8442d0]
1731238861.778509 yylex_token: end at WS
1731238861.778511 yylex_token: bind
1731238861.778513 yylex_token: end at WS
1731238861.778515 yylex_token: -Tcopy-mode
1731238861.778517 yylex_token: end at WS
1731238861.778519 yylex_token: M-b
1731238861.778521 yylex_token: end at WS
1731238861.778522 yylex_token: send
1731238861.778524 yylex_token: end at WS
1731238861.778526 yylex_token: -X
1731238861.778528 yylex_token: end at WS
1731238861.778530 yylex_token: previous-word
1731238861.778533 cmd_parse_build_commands 0:0: bind
1731238861.778535 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778537 cmd_parse_build_commands 0:2: M-b
1731238861.778539 cmd_parse_build_commands 0:3 0:0: send
1731238861.778541 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778543 cmd_parse_build_commands 0:3 0:2: previous-word
1731238861.778545 cmd_parse_build_commands 0:0: send
1731238861.778547 cmd_parse_build_commands 0:1: -X
1731238861.778549 cmd_parse_build_commands 0:2: previous-word
1731238861.778552 args_parse_flags: next -X
1731238861.778554 args_parse_flags: -X
1731238861.778556 args_parse_flags: next previous-word
1731238861.778558 args_parse: flags end at 2 of 3
1731238861.778560 args_parse: 2 = previous-word (type STRING)
1731238861.778564 cmd_parse_build_commands: send-keys -X previous-word
1731238861.778566 args_parse_flags: next -Tcopy-mode
1731238861.778568 args_parse_flag_argument: -T = copy-mode
1731238861.778570 args_parse_flags: next M-b
1731238861.778572 args_parse: flags end at 2 of 4
1731238861.778574 args_parse: 2 = M-b (type STRING)
1731238861.778576 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1731238861.778581 cmd_parse_build_commands: bind-key -T copy-mode M-b { send-keys -X previous-word }
1731238861.778584 cmdq_get_command: [bind-key/0x63318e8444d0] group 1832
1731238861.778586 cmdq_append <global>: [bind-key/0x63318e8444d0]
1731238861.778589 yylex_token: end at WS
1731238861.778590 yylex_token: bind
1731238861.778593 yylex_token: end at WS
1731238861.778594 yylex_token: -Tcopy-mode
1731238861.778596 yylex_token: end at WS
1731238861.778598 yylex_token: C-M-b
1731238861.778600 yylex_token: end at WS
1731238861.778602 yylex_token: send
1731238861.778604 yylex_token: end at WS
1731238861.778606 yylex_token: -X
1731238861.778608 yylex_token: end at WS
1731238861.778610 yylex_token: previous-matching-bracket
1731238861.778612 cmd_parse_build_commands 0:0: bind
1731238861.778614 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778616 cmd_parse_build_commands 0:2: C-M-b
1731238861.778619 cmd_parse_build_commands 0:3 0:0: send
1731238861.778621 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778623 cmd_parse_build_commands 0:3 0:2: previous-matching-bracket
1731238861.778625 cmd_parse_build_commands 0:0: send
1731238861.778627 cmd_parse_build_commands 0:1: -X
1731238861.778632 cmd_parse_build_commands 0:2: previous-matching-bracket
1731238861.778635 args_parse_flags: next -X
1731238861.778637 args_parse_flags: -X
1731238861.778639 args_parse_flags: next previous-matching-bracket
1731238861.778641 args_parse: flags end at 2 of 3
1731238861.778644 args_parse: 2 = previous-matching-bracket (type STRING)
1731238861.778647 cmd_parse_build_commands: send-keys -X previous-matching-bracket
1731238861.778649 args_parse_flags: next -Tcopy-mode
1731238861.778652 args_parse_flag_argument: -T = copy-mode
1731238861.778653 args_parse_flags: next C-M-b
1731238861.778655 args_parse: flags end at 2 of 4
1731238861.778657 args_parse: 2 = C-M-b (type STRING)
1731238861.778661 args_parse: 3 = send-keys -X previous-matching-bracket (type COMMANDS)
1731238861.778666 cmd_parse_build_commands: bind-key -T copy-mode C-M-b { send-keys -X previous-matching-bracket }
1731238861.778668 cmdq_get_command: [bind-key/0x63318e8443d0] group 1840
1731238861.778671 cmdq_append <global>: [bind-key/0x63318e8443d0]
1731238861.778673 yylex_token: end at WS
1731238861.778675 yylex_token: bind
1731238861.778677 yylex_token: end at WS
1731238861.778679 yylex_token: -Tcopy-mode
1731238861.778681 yylex_token: end at WS
1731238861.778683 yylex_token: M-f
1731238861.778685 yylex_token: end at WS
1731238861.778686 yylex_token: send
1731238861.778688 yylex_token: end at WS
1731238861.778690 yylex_token: -X
1731238861.778692 yylex_token: end at WS
1731238861.778694 yylex_token: next-word-end
1731238861.778697 cmd_parse_build_commands 0:0: bind
1731238861.778699 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778701 cmd_parse_build_commands 0:2: M-f
1731238861.778703 cmd_parse_build_commands 0:3 0:0: send
1731238861.778705 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778707 cmd_parse_build_commands 0:3 0:2: next-word-end
1731238861.778709 cmd_parse_build_commands 0:0: send
1731238861.778711 cmd_parse_build_commands 0:1: -X
1731238861.778713 cmd_parse_build_commands 0:2: next-word-end
1731238861.778716 args_parse_flags: next -X
1731238861.778718 args_parse_flags: -X
1731238861.778720 args_parse_flags: next next-word-end
1731238861.778722 args_parse: flags end at 2 of 3
1731238861.778724 args_parse: 2 = next-word-end (type STRING)
1731238861.778727 cmd_parse_build_commands: send-keys -X next-word-end
1731238861.778730 args_parse_flags: next -Tcopy-mode
1731238861.778732 args_parse_flag_argument: -T = copy-mode
1731238861.778734 args_parse_flags: next M-f
1731238861.778736 args_parse: flags end at 2 of 4
1731238861.778738 args_parse: 2 = M-f (type STRING)
1731238861.778740 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1731238861.778745 cmd_parse_build_commands: bind-key -T copy-mode M-f { send-keys -X next-word-end }
1731238861.778748 cmdq_get_command: [bind-key/0x63318e844dc0] group 1848
1731238861.778750 cmdq_append <global>: [bind-key/0x63318e844dc0]
1731238861.778753 yylex_token: end at WS
1731238861.778754 yylex_token: bind
1731238861.778756 yylex_token: end at WS
1731238861.778758 yylex_token: -Tcopy-mode
1731238861.778760 yylex_token: end at WS
1731238861.778762 yylex_token: C-M-f
1731238861.778764 yylex_token: end at WS
1731238861.778766 yylex_token: send
1731238861.778768 yylex_token: end at WS
1731238861.778770 yylex_token: -X
1731238861.778772 yylex_token: end at WS
1731238861.778774 yylex_token: next-matching-bracket
1731238861.778776 cmd_parse_build_commands 0:0: bind
1731238861.778778 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778780 cmd_parse_build_commands 0:2: C-M-f
1731238861.778782 cmd_parse_build_commands 0:3 0:0: send
1731238861.778784 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778787 cmd_parse_build_commands 0:3 0:2: next-matching-bracket
1731238861.778789 cmd_parse_build_commands 0:0: send
1731238861.778791 cmd_parse_build_commands 0:1: -X
1731238861.778793 cmd_parse_build_commands 0:2: next-matching-bracket
1731238861.778796 args_parse_flags: next -X
1731238861.778798 args_parse_flags: -X
1731238861.778800 args_parse_flags: next next-matching-bracket
1731238861.778805 args_parse: flags end at 2 of 3
1731238861.778807 args_parse: 2 = next-matching-bracket (type STRING)
1731238861.778811 cmd_parse_build_commands: send-keys -X next-matching-bracket
1731238861.778813 args_parse_flags: next -Tcopy-mode
1731238861.778815 args_parse_flag_argument: -T = copy-mode
1731238861.778817 args_parse_flags: next C-M-f
1731238861.778819 args_parse: flags end at 2 of 4
1731238861.778821 args_parse: 2 = C-M-f (type STRING)
1731238861.778824 args_parse: 3 = send-keys -X next-matching-bracket (type COMMANDS)
1731238861.778829 cmd_parse_build_commands: bind-key -T copy-mode C-M-f { send-keys -X next-matching-bracket }
1731238861.778832 cmdq_get_command: [bind-key/0x63318e845190] group 1856
1731238861.778834 cmdq_append <global>: [bind-key/0x63318e845190]
1731238861.778837 yylex_token: end at WS
1731238861.778840 yylex_token: bind
1731238861.778842 yylex_token: end at WS
1731238861.778844 yylex_token: -Tcopy-mode
1731238861.778846 yylex_token: end at WS
1731238861.778847 yylex_token: M-m
1731238861.778849 yylex_token: end at WS
1731238861.778851 yylex_token: send
1731238861.778853 yylex_token: end at WS
1731238861.778855 yylex_token: -X
1731238861.778857 yylex_token: end at WS
1731238861.778859 yylex_token: back-to-indentation
1731238861.778862 cmd_parse_build_commands 0:0: bind
1731238861.778864 cmd_parse_build_commands 0:1: -Tcopy-mode
1731238861.778866 cmd_parse_build_commands 0:2: M-m
1731238861.778868 cmd_parse_build_commands 0:3 0:0: send
1731238861.778870 cmd_parse_build_commands 0:3 0:1: -X
1731238861.778872 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1731238861.778874 cmd_parse_build_commands 0:0: send
1731238861.778876 cmd_parse_build_commands 0:1: -X
1731238861.778878 cmd_parse_build_commands 0:2: back-to-indentation
1731238861.778882 args_parse_flags: next -X
1731238861.778884 args_parse_flags: -X
1731238861.778886 args_parse_flags: next back-to-indentation
1731238861.778887 args_parse: flags end at 2 of 3
1731238861.778890 args_parse: 2 = back-to-indentation (type STRING)
1731238861.778893 cmd_parse_build_commands: send-keys -X back-to-indentation
1731238861.778895 args_parse_flags: next -Tcopy-mode
1731238861.778897 args_parse_flag_argument: -T = copy-mode
1731238861.778899 args_parse_flags: next M-m
1731238861.778901 args_parse: flags end at 2 of 4
1731238861.778903 args_parse: 2 = M-m (type STRING)
1731238861.778906 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
